# INSTRUMENT_ID: 7
# OBS_GROUP_ID: 55
# UNIT_ID: None
# RA: 187.731045833333
# DEC: 9.15283611111111
# OBS_DATE: 2020-07-25 00:00:00+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 41161
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
4025.140,2.58608e-02,-9.90000e+01
4026.320,2.41120e-02,-9.90000e+01
4027.510,7.17665e-03,-9.90000e+01
4028.690,2.84118e-02,-9.90000e+01
4029.870,1.21159e-02,-9.90000e+01
4031.060,3.78957e-02,-9.90000e+01
4032.240,2.82483e-02,-9.90000e+01
4033.430,3.07361e-02,-9.90000e+01
4034.610,1.82105e-02,-9.90000e+01
4035.790,3.79214e-02,-9.90000e+01
4036.980,1.98401e-02,-9.90000e+01
4038.160,2.29810e-02,-9.90000e+01
4039.350,3.41147e-02,-9.90000e+01
4040.530,2.80976e-02,-9.90000e+01
4041.720,1.74028e-02,-9.90000e+01
4042.900,1.36907e-02,-9.90000e+01
4044.080,3.56317e-02,-9.90000e+01
4045.270,3.64290e-02,-9.90000e+01
4046.450,2.89870e-02,-9.90000e+01
4047.640,3.18637e-02,-9.90000e+01
4048.820,4.32552e-02,-9.90000e+01
4050.000,3.00360e-02,-9.90000e+01
4051.190,4.62559e-02,-9.90000e+01
4052.370,2.63640e-02,-9.90000e+01
4053.560,1.22013e-02,-9.90000e+01
4054.740,3.65621e-02,-9.90000e+01
4055.920,4.79333e-02,-9.90000e+01
4057.110,3.54626e-02,-9.90000e+01
4058.290,4.02793e-02,-9.90000e+01
4059.480,3.87362e-02,-9.90000e+01
4060.660,4.58567e-02,-9.90000e+01
4061.850,5.36316e-02,-9.90000e+01
4063.030,4.19059e-02,-9.90000e+01
4064.210,3.69170e-02,-9.90000e+01
4065.400,4.21109e-02,-9.90000e+01
4066.580,4.71492e-02,-9.90000e+01
4067.770,5.01214e-02,-9.90000e+01
4068.950,4.82446e-02,-9.90000e+01
4070.130,4.48995e-02,-9.90000e+01
4071.320,5.39672e-02,-9.90000e+01
4072.500,5.42095e-02,-9.90000e+01
