# INSTRUMENT_ID: 42
# OBS_GROUP_ID: 65
# UNIT_ID: None
# RA: 214.579715424108
# DEC: 38.9295162628207
# OBS_DATE: 2020-04-29 00:00:00+00:00
# REDSHIFT: None
# REDSHIFT_ERR: None
# REDSHIFT_QUALITY: None
# SPEC_PLOT_FILE: None
# SPEC_DATA_FILE: None
# SPECTRUM_NOTES: None
# REFERENCE: None
# TRANSIENT_ID: 36346
# FOLLOWUP_ID: None
# SPEC_PHASE: None
# RLAP: None
# SNID_PLOT_FILE: None

wavelength,flux,fluxerr
5024.313,4.11863e+03,-9.90000e+01
5027.484,4.06132e+03,-9.90000e+01
5030.655,4.18299e+03,-9.90000e+01
5033.827,3.89978e+03,-9.90000e+01
5036.998,2.96335e+03,-9.90000e+01
5040.169,3.58839e+03,-9.90000e+01
5043.340,4.96097e+03,-9.90000e+01
5046.512,5.21098e+03,-9.90000e+01
5049.683,4.77025e+03,-9.90000e+01
5052.854,4.95174e+03,-9.90000e+01
5056.025,5.10268e+03,-9.90000e+01
5059.197,4.77953e+03,-9.90000e+01
5062.368,4.30852e+03,-9.90000e+01
5065.539,4.68555e+03,-9.90000e+01
5068.710,5.02218e+03,-9.90000e+01
5071.882,4.87268e+03,-9.90000e+01
5075.053,4.57662e+03,-9.90000e+01
5078.224,4.50205e+03,-9.90000e+01
5081.395,4.99149e+03,-9.90000e+01
5084.567,5.13982e+03,-9.90000e+01
5087.738,5.38719e+03,-9.90000e+01
5090.909,4.53806e+03,-9.90000e+01
5094.080,4.47730e+03,-9.90000e+01
5097.252,4.09450e+03,-9.90000e+01
5100.423,5.09045e+03,-9.90000e+01
5103.594,4.72719e+03,-9.90000e+01
5106.765,4.49411e+03,-9.90000e+01
5109.937,4.66526e+03,-9.90000e+01
5113.108,4.46074e+03,-9.90000e+01
5116.279,4.54944e+03,-9.90000e+01
5119.450,4.65981e+03,-9.90000e+01
5122.622,4.73045e+03,-9.90000e+01
5125.793,5.05339e+03,-9.90000e+01
5128.964,5.32261e+03,-9.90000e+01
5132.135,5.49346e+03,-9.90000e+01
5135.307,5.02327e+03,-9.90000e+01
5138.478,4.33100e+03,-9.90000e+01
5141.649,4.74297e+03,-9.90000e+01
